78	 ча	14	7.35873850197e-05
79	, щ	14	7.35873850197e-05
80	же 	14	7.35873850197e-05
81	ють	14	7.35873850197e-05
82	 пі	14	7.35873850197e-05
83	ста	14	7.35873850197e-05
84	при	14	7.35873850197e-05
85	них	14	7.35873850197e-05
86	ува	14	7.35873850197e-05
87	 з 	14	7.35873850197e-05
88	чин	14	7.35873850197e-05
89	а с	14	7.35873850197e-05
90	 сп	14	7.35873850197e-05
91	й, 	14	7.35873850197e-05
92	 ні	13	6.83311432326e-05
93	род	13	6.83311432326e-05
94	що 	13	6.83311432326e-05
95	ій 	13	6.83311432326e-05
96	, н	13	6.83311432326e-05
97	ост	13	6.83311432326e-05
98	 гр	13	6.83311432326e-05
99	, —	13	6.83311432326e-05
100	 бо	13	6.83311432326e-05
101	ої 	13	6.83311432326e-05
102	ний	13	6.83311432326e-05
103	о, 	13	6.83311432326e-05
104	 св	13	6.83311432326e-05
105	 се	13	6.83311432326e-05
106	о с	13	6.83311432326e-05
107	о п	13	6.83311432326e-05
108	оло	13	6.83311432326e-05
109	. В	12	6.30749014455e-05
110	пів	12	6.30749014455e-05
111	ина	12	6.30749014455e-05
112	ь, 	12	6.30749014455e-05
113	 го	12	6.30749014455e-05
114	 од	12	6.30749014455e-05
115	ськ	12	6.30749014455e-05
116	е, 	12	6.30749014455e-05
117	 ба	12	6.30749014455e-05
118	аза	12	6.30749014455e-05
119	ець	12	6.30749014455e-05
120	літ	12	6.30749014455e-05
121	ели	12	6.30749014455e-05
122	и. 	12	6.30749014455e-05
123	ала	12	6.30749014455e-05
124	 кр	12	6.30749014455e-05
125	 й 	12	6.30749014455e-05
126	чи 	12	6.30749014455e-05
127	у, 	12	6.30749014455e-05
128	і с	12	6.30749014455e-05
129	лив	11	5.78186596583e-05
130	лис	11	5.78186596583e-05
131	кол	11	5.78186596583e-05
132	 чи	11	5.78186596583e-05
133	ими	11	5.78186596583e-05
134	ми,	11	5.78186596583e-05
135	ю, 	11	5.78186596583e-05
136	ова	11	5.78186596583e-05
137	так	11	5.78186596583e-05
138	аст	11	5.78186596583e-05
139	 її	11	5.78186596583e-05
140	іва	11	5.78186596583e-05
141	то 	11	5.78186596583e-05
142	и с	11	5.78186596583e-05
143	а п	11	5.78186596583e-05
144	ід 	11	5.78186596583e-05
145	 си	11	5.78186596583e-05
146	від	11	5.78186596583e-05
147	оди	11	5.78186596583e-05
148	вчи	10	5.25624178712e-05
149	ере	10	5.25624178712e-05
150	тьс	10	5.25624178712e-05
151	кра	10	5.25624178712e-05
152	 лі	10	5.25624178712e-05
153	 лю	10	5.25624178712e-05
154	ван	10	5.25624178712e-05
155	. Б	10	5.25624178712e-05
156	е п	10	5.25624178712e-05
157	діт	10	5.25624178712e-05
158	, т	10	5.25624178712e-05
159	, м	10	5.25624178712e-05
160	ики	10	5.25624178712e-05
161	вон	10	5.25624178712e-05
162	они	10	5.25624178712e-05
163	ною	10	5.25624178712e-05
164	сто	10	5.25624178712e-05
165	или	10	5.25624178712e-05
166	ови	10	5.25624178712e-05
167	 бу	10	5.25624178712e-05
168	ься	10	5.25624178712e-05
169	ают	10	5.25624178712e-05
170	ни 	10	5.25624178712e-05
171	очк	10	5.25624178712e-05
172	и п	10	5.25624178712e-05
173	и в	10	5.25624178712e-05
174	и б	10	5.25624178712e-05
175	и д	10	5.25624178712e-05
176	спі	10	5.25624178712e-05
177	м, 	10	5.25624178712e-05
178	о з	10	5.25624178712e-05
179	я н	10	5.25624178712e-05
180	її 	10	5.25624178712e-05
181	рин	10	5.25624178712e-05
182	нул	10	5.25624178712e-05
183	ючи	10	5.25624178712e-05
184	і н	9	4.73061760841e-05
185	сво	9	4.73061760841e-05
186	ита	9	4.73061760841e-05
187	гат	9	4.73061760841e-05
188	 Са	9	4.73061760841e-05
189	лик	9	4.73061760841e-05
190	 тр	9	4.73061760841e-05
191	аюч	9	4.73061760841e-05
192	гор	9	4.73061760841e-05
193	ом 	9	4.73061760841e-05
194	вал	9	4.73061760841e-05
195	, с	9	4.73061760841e-05
196	під	9	4.73061760841e-05
197	ини	9	4.73061760841e-05
198	ка 	9	4.73061760841e-05
199	ів 	9	4.73061760841e-05
200	стр	9	4.73061760841e-05
201	авк	9	4.73061760841e-05
202	жец	9	4.73061760841e-05
203	 бі	9	4.73061760841e-05
204	— с	9	4.73061760841e-05
205	і. 	9	4.73061760841e-05
206	енн	9	4.73061760841e-05
207	дин	9	4.73061760841e-05
208	ько	9	4.73061760841e-05
209	...	9	4.73061760841e-05
210	Сав	9	4.73061760841e-05
211	 Бу	9	4.73061760841e-05
212	 рі	9	4.73061760841e-05
213	вел	9	4.73061760841e-05
214	чис	9	4.73061760841e-05
215	еся	9	4.73061760841e-05
216	дів	9	4.73061760841e-05
217	оду	9	4.73061760841e-05
218	ду 	9	4.73061760841e-05
219	мат	9	4.73061760841e-05
220	кон	9	4.73061760841e-05
221	ива	9	4.73061760841e-05
222	 ме	8	4.2049934297e-05
223	над	8	4.2049934297e-05
224	ром	8	4.2049934297e-05
225	роз	8	4.2049934297e-05
226	ому	8	4.2049934297e-05
227	ери	8	4.2049934297e-05
228	 ті	8	4.2049934297e-05
229	іль	8	4.2049934297e-05
230	ь н	8	4.2049934297e-05
231	о в	8	4.2049934297e-05
232	ага	8	4.2049934297e-05
233	е в	8	4.2049934297e-05
234	івч	8	4.2049934297e-05
235	ав 	8	4.2049934297e-05
236	тер	8	4.2049934297e-05
237	пер	8	4.2049934297e-05
238	вор	8	4.2049934297e-05
239	анн	8	4.2049934297e-05
240	й с	8	4.2049934297e-05
241	она	8	4.2049934297e-05
242	люд	8	4.2049934297e-05
243	ило	8	4.2049934297e-05
244	 пе	8	4.2049934297e-05
245	 А 	8	4.2049934297e-05
246	за 	8	4.2049934297e-05
247	 жи	8	4.2049934297e-05
248	ене	8	4.2049934297e-05
249	сел	8	4.2049934297e-05
250	іта	8	4.2049934297e-05
251	жит	8	4.2049934297e-05
252	сі 	8	4.2049934297e-05
253	ди 	8	4.2049934297e-05
254	 їх	8	4.2049934297e-05
255	ок 	8	4.2049934297e-05
256	а г	8	4.2049934297e-05
257	а д	8	4.2049934297e-05
258	 ск	8	4.2049934297e-05
259	вій	8	4.2049934297e-05
260	іст	8	4.2049934297e-05
261	ах 	8	4.2049934297e-05
262	мен	8	4.2049934297e-05
263	 як	8	4.2049934297e-05
264	і т	8	4.2049934297e-05
265	оли	8	4.2049934297e-05
266	син	8	4.2049934297e-05
267	 мі	7	3.67936925099e-05
268	ей 	7	3.67936925099e-05
269	ть,	7	3.67936925099e-05
270	нар	7	3.67936925099e-05
271	ня 	7	3.67936925099e-05
272	ома	7	3.67936925099e-05
273	омо	7	3.67936925099e-05
274	мої	7	3.67936925099e-05
275	 хо	7	3.67936925099e-05
276	ва 	7	3.67936925099e-05
277	по 	7	3.67936925099e-05
278	уди	7	3.67936925099e-05
279	 ти	7	3.67936925099e-05
280	ць 	7	3.67936925099e-05
281	ват	7	3.67936925099e-05
282	. П	7	3.67936925099e-05
283	ися	7	3.67936925099e-05
284	ист	7	3.67936925099e-05
285	е н	7	3.67936925099e-05
286	но 	7	3.67936925099e-05
287	, у	7	3.67936925099e-05
288	ину	7	3.67936925099e-05
289	ити	7	3.67936925099e-05
290	ула	7	3.67936925099e-05
291	уло	7	3.67936925099e-05
292	й п	7	3.67936925099e-05
293	 ос	7	3.67936925099e-05
294	баг	7	3.67936925099e-05
295	ном	7	3.67936925099e-05
296	ног	7	3.67936925099e-05
297	сте	7	3.67936925099e-05
298	сті	7	3.67936925099e-05
299	 чо	7	3.67936925099e-05
300	їха	7	3.67936925099e-05
301	вих	7	3.67936925099e-05
302	лен	7	3.67936925099e-05
303	 Во	7	3.67936925099e-05
304	о. 	7	3.67936925099e-05
305	ним	7	3.67936925099e-05
306	ник	7	3.67936925099e-05
307	Вон	7	3.67936925099e-05
308	тро	7	3.67936925099e-05
309	див	7	3.67936925099e-05
310	ьки	7	3.67936925099e-05
311	обр	7	3.67936925099e-05
312	вся	7	3.67936925099e-05
313	всі	7	3.67936925099e-05
314	доб	7	3.67936925099e-05
315	дом	7	3.67936925099e-05
316	і.	7	3.67936925099e-05
317	бул	7	3.67936925099e-05
318	вес	7	3.67936925099e-05
319	ест	7	3.67936925099e-05
320	и м	7	3.67936925099e-05
321	ну 	7	3.67936925099e-05
322	а б	7	3.67936925099e-05
323	а к	7	3.67936925099e-05
324	а і	7	3.67936925099e-05
325	іка	7	3.67936925099e-05
326	о р	7	3.67936925099e-05
327	о н	7	3.67936925099e-05
328	а О	7	3.67936925099e-05
329	рив	7	3.67936925099e-05
330	оки	7	3.67936925099e-05
331	ких	7	3.67936925099e-05
332	а. 	7	3.67936925099e-05
333	я в	7	3.67936925099e-05
334	я, 	6	3.15374507227e-05
335	наз	6	3.15374507227e-05
336	сві	6	3.15374507227e-05
337	рос	6	3.15374507227e-05
338	рог	6	3.15374507227e-05
339	тих	6	3.15374507227e-05
340	тий	6	3.15374507227e-05
341	у. 	6	3.15374507227e-05
342	мов	6	3.15374507227e-05
343	ва,	6	3.15374507227e-05
344	ров	6	3.15374507227e-05
345	ця 	6	3.15374507227e-05
346	тан	6	3.15374507227e-05
347	і д	6	3.15374507227e-05
348	і з	6	3.15374507227e-05
349	ари	6	3.15374507227e-05
350	ь р	6	3.15374507227e-05
351	ь з	6	3.15374507227e-05
352	чки	6	3.15374507227e-05
353	ра 	6	3.15374507227e-05
354	ває	6	3.15374507227e-05
355	вав	6	3.15374507227e-05
356	. О	6	3.15374507227e-05
357	ког	6	3.15374507227e-05
358	кор	6	3.15374507227e-05
359	е б	6	3.15374507227e-05
360	ці 	6	3.15374507227e-05
361	о ж	6	3.15374507227e-05
362	, я	6	3.15374507227e-05
363	, б	6	3.15374507227e-05
364	, а	6	3.15374507227e-05
365	тіл	6	3.15374507227e-05
366	тік	6	3.15374507227e-05
367	вої	6	3.15374507227e-05
368	ули	6	3.15374507227e-05
369	вод	6	3.15374507227e-05
370	им 	6	3.15374507227e-05
371	ної	6	3.15374507227e-05
372	юди	6	3.15374507227e-05
373	ств	6	3.15374507227e-05
374	сту	6	3.15374507227e-05
375	орі	6	3.15374507227e-05
376	ила	6	3.15374507227e-05
377	ава	6	3.15374507227e-05
378	бра	6	3.15374507227e-05
379	ад 	6	3.15374507227e-05
380	пла	6	3.15374507227e-05
381	 пл	6	3.15374507227e-05
382	 па	6	3.15374507227e-05
383	ння	6	3.15374507227e-05
384	нни	6	3.15374507227e-05
385	чай	6	3.15374507227e-05
386	каз	6	3.15374507227e-05
387	в н	6	3.15374507227e-05
388	ать	6	3.15374507227e-05
389	аси	6	3.15374507227e-05
390	асл	6	3.15374507227e-05
391	вич	6	3.15374507227e-05
392	вже	6	3.15374507227e-05
393	гля	6	3.15374507227e-05
394	ою,	6	3.15374507227e-05
395	ени	6	3.15374507227e-05
396	айн	6	3.15374507227e-05
397	їх 	6	3.15374507227e-05
398	ю н	6	3.15374507227e-05
399	руд	6	3.15374507227e-05
400	 ди	6	3.15374507227e-05
401	арт	6	3.15374507227e-05
402	гру	6	3.15374507227e-05
403	аро	6	3.15374507227e-05
404	зад	6	3.15374507227e-05
405	вля	6	3.15374507227e-05
406	очи	6	3.15374507227e-05
407	 ва	6	3.15374507227e-05
408	у р	6	3.15374507227e-05
409	Буд	6	3.15374507227e-05
410	ича	6	3.15374507227e-05
411	од 	6	3.15374507227e-05
412	вер	6	3.15374507227e-05
413	чит	6	3.15374507227e-05
414	есі	6	3.15374507227e-05
415	есь	6	3.15374507227e-05
416	и к	6	3.15374507227e-05
417	и т	6	3.15374507227e-05
418	 сл	6	3.15374507227e-05
419	ало	6	3.15374507227e-05
420	без	6	3.15374507227e-05
421	ак 	6	3.15374507227e-05
422	одн	6	3.15374507227e-05
423	 зе	6	3.15374507227e-05
424	оді	6	3.15374507227e-05
425	му 	6	3.15374507227e-05
426	
«	6	3.15374507227e-05
427	а.	6	3.15374507227e-05
428	иво	6	3.15374507227e-05
429	олі	6	3.15374507227e-05
430	рід	6	3.15374507227e-05
431	етя	6	3.15374507227e-05
432	рно	5	2.62812089356e-05
433	 мн	5	2.62812089356e-05
434	пол	5	2.62812089356e-05
435	пов	5	2.62812089356e-05
436	п'я	5	2.62812089356e-05
437	лас	5	2.62812089356e-05
438	мно	5	2.62812089356e-05
439	ять	5	2.62812089356e-05
440	льк	5	2.62812089356e-05
441	рощ	5	2.62812089356e-05
442	рох	5	2.62812089356e-05
443	ю.	5	2.62812089356e-05
444	у.	5	2.62812089356e-05
445	зем	5	2.62812089356e-05
446	мор	5	2.62812089356e-05
447	у т	5	2.62812089356e-05
448	еї 	5	2.62812089356e-05
449	удь	5	2.62812089356e-05
450	уде	5	2.62812089356e-05
451	 то	5	2.62812089356e-05
452	ось	5	2.62812089356e-05
453	і к	5	2.62812089356e-05
454	ий,	5	2.62812089356e-05
455	ь с	5	2.62812089356e-05
456	ро 	5	2.62812089356e-05
457	сни	5	2.62812089356e-05
458	ти,	5	2.62812089356e-05
459	ден	5	2.62812089356e-05
460	вам	5	2.62812089356e-05
461	. У	5	2.62812089356e-05
462	во 	5	2.62812089356e-05
463	е м	5	2.62812089356e-05
464	е і	5	2.62812089356e-05
465	піс	5	2.62812089356e-05
466	, ч	5	2.62812089356e-05
467	, к	5	2.62812089356e-05
468	рти	5	2.62812089356e-05
469	лос	5	2.62812089356e-05
470	 На	5	2.62812089356e-05
471	об 	5	2.62812089356e-05
472	ині	5	2.62812089356e-05
473	лач	5	2.62812089356e-05
474	 п'	5	2.62812089356e-05
475	ить	5	2.62812089356e-05
476	йте	5	2.62812089356e-05
477	й н	5	2.62812089356e-05
478	оїх	5	2.62812089356e-05
479	бот	5	2.62812089356e-05
480	 гі	5	2.62812089356e-05
481	ико	5	2.62812089356e-05
482	оні	5	2.62812089356e-05
483	пин	5	2.62812089356e-05
484	ів,	5	2.62812089356e-05
485	оне	5	2.62812089356e-05
486	 Те	5	2.62812089356e-05
487	здо	5	2.62812089356e-05
488	сти	5	2.62812089356e-05
489	 Ла	5	2.62812089356e-05
490	авр	5	2.62812089356e-05
491	иро	5	2.62812089356e-05
492	ні.	5	2.62812089356e-05
493	 бе	5	2.62812089356e-05
494	— п	5	2.62812089356e-05
495	се 	5	2.62812089356e-05
496	асн	5	2.62812089356e-05
497	хат	5	2.62812089356e-05
498	хал	5	2.62812089356e-05
499	ірк	5	2.62812089356e-05
500	ихо	5	2.62812089356e-05
501	ате	5	2.62812089356e-05
502	зви	5	2.62812089356e-05
503	ена	5	2.62812089356e-05
504	дил	5	2.62812089356e-05
505	ень	5	2.62812089356e-05
506	На 	5	2.62812089356e-05
507	ю д	5	2.62812089356e-05
508	врі	5	2.62812089356e-05
509	дно	5	2.62812089356e-05
510	іто	5	2.62812089356e-05
511	вка	5	2.62812089356e-05
512	 де	5	2.62812089356e-05
513	ред	5	2.62812089356e-05
514	 ж 	5	2.62812089356e-05
515	ебе	5	2.62812089356e-05
516	дор	5	2.62812089356e-05
517	к і	5	2.62812089356e-05
518	 ру	5	2.62812089356e-05
519	Тет	5	2.62812089356e-05
520	х і	5	2.62812089356e-05
521	и о	5	2.62812089356e-05
522	и з	5	2.62812089356e-05
523	ну.	5	2.62812089356e-05
524	и ї	5	2.62812089356e-05
525	ки.	5	2.62812089356e-05
526	х в	5	2.62812089356e-05
527	а З	5	2.62812089356e-05
528	Лав	5	2.62812089356e-05
529	ай 	5	2.62812089356e-05
530	'ят	5	2.62812089356e-05
531	тян	5	2.62812089356e-05
532	 су	5	2.62812089356e-05
533	х, 	5	2.62812089356e-05
534	й. 	5	2.62812089356e-05
535	лю 	5	2.62812089356e-05
536	дь 	5	2.62812089356e-05
537	но.	5	2.62812089356e-05
538	 ку	5	2.62812089356e-05
539	охи	5	2.62812089356e-05
540	одо	5	2.62812089356e-05
541	ода	5	2.62812089356e-05
542	рис	5	2.62812089356e-05
543	бач	5	2.62812089356e-05
544	рів	5	2.62812089356e-05
545	чор	5	2.62812089356e-05
546	в, 	5	2.62812089356e-05
547	а м	5	2.62812089356e-05
548	 Що	5	2.62812089356e-05
549	точ	5	2.62812089356e-05
550	том	5	2.62812089356e-05
551	неб	5	2.62812089356e-05
552	зни	5	2.62812089356e-05
553	емл	5	2.62812089356e-05
554	ку 	5	2.62812089356e-05
555	я д	5	2.62812089356e-05
556	рін	5	2.62812089356e-05
557	щоб	4	2.10249671485e-05
558	 ми	4	2.10249671485e-05
559	пом	4	2.10249671485e-05
560	дво	4	2.10249671485e-05
561	нас	4	2.10249671485e-05
562	наш	4	2.10249671485e-05
563	але	4	2.10249671485e-05
564	ійн	4	2.10249671485e-05
565	рон	4	2.10249671485e-05
566	роп	4	2.10249671485e-05
567	го,	4	2.10249671485e-05
568	омб	4	2.10249671485e-05
569	гар	4	2.10249671485e-05
570	тин	4	2.10249671485e-05
571	де 	4	2.10249671485e-05
572	у м	4	2.10249671485e-05
573	у в	4	2.10249671485e-05
574	у г	4	2.10249671485e-05
575	ляд	4	2.10249671485e-05
576	у з	4	2.10249671485e-05
577	лях	4	2.10249671485e-05
578	ерш	4	2.10249671485e-05
579	ерт	4	2.10249671485e-05
580	чен	4	2.10249671485e-05
581	опл	4	2.10249671485e-05
582	на,	4	2.10249671485e-05
583	яри	4	2.10249671485e-05
584	 те	4	2.10249671485e-05
585	і р	4	2.10249671485e-05
586	і б	4	2.10249671485e-05
587	іла	4	2.10249671485e-05
588	їм 	4	2.10249671485e-05
589	год	4	2.10249671485e-05
590	 ле	4	2.10249671485e-05
591	д б	4	2.10249671485e-05
592	гос	4	2.10249671485e-05
593	гол	4	2.10249671485e-05
594	ь п	4	2.10249671485e-05
595	ь к	4	2.10249671485e-05
596	ь б	4	2.10249671485e-05
597	сно	4	2.10249671485e-05
598	аче	4	2.10249671485e-05
599	ам,	4	2.10249671485e-05
600	 ув	4	2.10249671485e-05
601	:
	4	2.10249671485e-05
602	ани	4	2.10249671485e-05
603	ля 	4	2.10249671485e-05
604	важ	4	2.10249671485e-05
605	. С	4	2.10249671485e-05
606	. Н	4	2.10249671485e-05
607	. А	4	2.10249671485e-05
608	ков	4	2.10249671485e-05
609	ком	4	2.10249671485e-05
610	ї м	4	2.10249671485e-05
611	ї н	4	2.10249671485e-05
612	й —	4	2.10249671485e-05
613	орн	4	2.10249671485e-05
614	оре	4	2.10249671485e-05
615	орд	4	2.10249671485e-05
616	ора	4	2.10249671485e-05
617	е л	4	2.10249671485e-05
618	е д	4	2.10249671485e-05
619	 вж	4	2.10249671485e-05
620	огл	4	2.10249671485e-05
621	е с	4	2.10249671485e-05
622	, х	4	2.10249671485e-05
623	, о	4	2.10249671485e-05
624	яна	4	2.10249671485e-05
625	лод	4	2.10249671485e-05
626	лов	4	2.10249671485e-05
627	 шл	4	2.10249671485e-05
628	нік	4	2.10249671485e-05
629	нім	4	2.10249671485e-05
630	грі	4	2.10249671485e-05
631	ада	4	2.10249671485e-05
632	би 	4	2.10249671485e-05
633	спи	4	2.10249671485e-05
634	бож	4	2.10249671485e-05
635	ед 	4	2.10249671485e-05
636	воз	4	2.10249671485e-05
637	оти	4	2.10249671485e-05
638	ото	4	2.10249671485e-05
639	їй 	4	2.10249671485e-05
640	й в	4	2.10249671485e-05
641	 ог	4	2.10249671485e-05
642	й З	4	2.10249671485e-05
643	й ч	4	2.10249671485e-05
644	нов	4	2.10249671485e-05
645	рбо	4	2.10249671485e-05
646	ноч	4	2.10249671485e-05
647	 Та	4	2.10249671485e-05
648	т, 	4	2.10249671485e-05
649	ті 	4	2.10249671485e-05
650	те,	4	2.10249671485e-05
651	дай	4	2.10249671485e-05
652	 пи	4	2.10249671485e-05
653	нні	4	2.10249671485e-05
654	ово	4	2.10249671485e-05
655	жен	4	2.10249671485e-05
656	жес	4	2.10249671485e-05
657	в г	4	2.10249671485e-05
658	в в	4	2.10249671485e-05
659	ожа	4	2.10249671485e-05
660	в к	4	2.10249671485e-05
661	— А	4	2.10249671485e-05
662	в і	4	2.10249671485e-05
663	тар	4	2.10249671485e-05
664	тав	4	2.10249671485e-05
665	тал	4	2.10249671485e-05
666	ней	4	2.10249671485e-05
667	сли	4	2.10249671485e-05
668	тув	4	2.10249671485e-05
669	йни	4	2.10249671485e-05
670	йну	4	2.10249671485e-05
671	хай	4	2.10249671485e-05
672	хоч	4	2.10249671485e-05
673	ї з	4	2.10249671485e-05
674	вил	4	2.10249671485e-05
675	иха	4	2.10249671485e-05
676	в ї	4	2.10249671485e-05
677	зна	4	2.10249671485e-05
678	Що 	4	2.10249671485e-05
679	дра	4	2.10249671485e-05
680	Та 	4	2.10249671485e-05
681	 жі	4	2.10249671485e-05
682	кіс	4	2.10249671485e-05
683	ска	4	2.10249671485e-05
684	ені	4	2.10249671485e-05
685	тво	4	2.10249671485e-05
686	руг	4	2.10249671485e-05
687	 ще	4	2.10249671485e-05
688	сер	4	2.10249671485e-05
689	дал	4	2.10249671485e-05
690	щас	4	2.10249671485e-05
691	тис	4	2.10249671485e-05
692	йсь	4	2.10249671485e-05
693	рен	4	2.10249671485e-05
694	гро	4	2.10249671485e-05
695	..	4	2.10249671485e-05
696	зал	4	2.10249671485e-05
697	айт	4	2.10249671485e-05
698	тру	4	2.10249671485e-05
699	 По	4	2.10249671485e-05
700	є, 	4	2.10249671485e-05
701	дон	4	2.10249671485e-05
702	ає,	4	2.10249671485e-05
703	ає 	4	2.10249671485e-05
704	оче	4	2.10249671485e-05
705	к п	4	2.10249671485e-05
706	пал	4	2.10249671485e-05
707	ела	4	2.10249671485e-05
708	уве	4	2.10249671485e-05
709	ога	4	2.10249671485e-05
710	чут	4	2.10249671485e-05
711	
В	4	2.10249671485e-05
712	дут	4	2.10249671485e-05
713	
Т	4	2.10249671485e-05
714	оща	4	2.10249671485e-05
715	жін	4	2.10249671485e-05
716	», 	4	2.10249671485e-05
717	х т	4	2.10249671485e-05
718	и ж	4	2.10249671485e-05
719	и і	4	2.10249671485e-05
720	есе	4	2.10249671485e-05
721	ки,	4	2.10249671485e-05
722	х п	4	2.10249671485e-05
723	х д	4	2.10249671485e-05
724	ай,	4	2.10249671485e-05
725	а з	4	2.10249671485e-05
726	а ї	4	2.10249671485e-05
727	а т	4	2.10249671485e-05
728	куд	4	2.10249671485e-05
729	кув	4	2.10249671485e-05
730	шля	4	2.10249671485e-05
731	іко	4	2.10249671485e-05
732	— С	4	2.10249671485e-05
733	о ї	4	2.10249671485e-05
734	 ка	4	2.10249671485e-05
735	о м	4	2.10249671485e-05
736	о л	4	2.10249671485e-05
737	віт	4	2.10249671485e-05
738	о г	4	2.10249671485e-05
739	існ	4	2.10249671485e-05
740	ізн	4	2.10249671485e-05
741	рик	4	2.10249671485e-05
742	риг	4	2.10249671485e-05
743	 зд	4	2.10249671485e-05
744	 зв	4	2.10249671485e-05
745	 зн	4	2.10249671485e-05
746	неї	4	2.10249671485e-05
747	тор	4	2.10249671485e-05
748	кри	4	2.10249671485e-05
749	май	4	2.10249671485e-05
750	ким	4	2.10249671485e-05
751	х. 	4	2.10249671485e-05
752	иви	4	2.10249671485e-05
753	ив 	4	2.10249671485e-05
754	ідо	4	2.10249671485e-05
755	ку,	4	2.10249671485e-05
756	я т	4	2.10249671485e-05
757	м. 	4	2.10249671485e-05
758	різ	4	2.10249671485e-05
759	пож	3	1.57687253614e-05
760	под	3	1.57687253614e-05
761	ею 	3	1.57687253614e-05
762	опо	3	1.57687253614e-05
763	біл	3	1.57687253614e-05
764	ей.	3	1.57687253614e-05
765	нам	3	1.57687253614e-05
766	нак	3	1.57687253614e-05
767	нал	3	1.57687253614e-05
768	ли,	3	1.57687253614e-05
769	на.	3	1.57687253614e-05
770	іте	3	1.57687253614e-05
771	 Ро	3	1.57687253614e-05
772	пок	3	1.57687253614e-05
773	яти	3	1.57687253614e-05
774	ійс	3	1.57687253614e-05
775	ійц	3	1.57687253614e-05
776	й з	3	1.57687253614e-05
777	«Ой	3	1.57687253614e-05
778	 му	3	1.57687253614e-05
779	чка	3	1.57687253614e-05
780	рош	3	1.57687253614e-05
781	рою	3	1.57687253614e-05
782	рок	3	1.57687253614e-05
783	роб	3	1.57687253614e-05
784	ся,	3	1.57687253614e-05
785	 ду	3	1.57687253614e-05
786	раї	3	1.57687253614e-05
787	рат	3	1.57687253614e-05
788	рас	3	1.57687253614e-05
789	рах	3	1.57687253614e-05
790	раю	3	1.57687253614e-05
791	оми	3	1.57687253614e-05
792	бій	3	1.57687253614e-05
793	ю. 	3	1.57687253614e-05
794	-ту	3	1.57687253614e-05
795	 Сп	3	1.57687253614e-05
796	ан 	3	1.57687253614e-05
797	лял	3	1.57687253614e-05
798	у н	3	1.57687253614e-05
799	 хл	3	1.57687253614e-05
800	 ха	3	1.57687253614e-05
801	. —	3	1.57687253614e-05
802	Рев	3	1.57687253614e-05
803	вки	3	1.57687253614e-05
804	чет	3	1.57687253614e-05
805	 ту	3	1.57687253614e-05
806	тьк	3	1.57687253614e-05
807	либ	3	1.57687253614e-05
808	уда	3	1.57687253614e-05
809	ч, 	3	1.57687253614e-05
810	лич	3	1.57687253614e-05
811	!
	3	1.57687253614e-05
812	ез 	3	1.57687253614e-05
813	іля	3	1.57687253614e-05
